Doctor_ID,Doctor_Name,Gender,Department_ID,Specialization,Qualification,Experience_Years,Shift
DR02705,Doctor_2705,Male,D005,Oncology,MS,17,Night
DR02706,Doctor_2706,Female,D006,ENT,MD,25,Morning
DR02707,Doctor_2707,Male,D007,Dermatology,MCh,5,Night
DR02708,Doctor_2708,Female,D008,General Surgery,MCh,28,Morning
DR02709,Doctor_2709,Female,D009,Urology,MCh,27,Evening
DR02710,Doctor_2710,Male,D010,Nephrology,DM,12,Morning
DR02711,Doctor_2711,Male,D011,Gynecology,DM,9,Evening
DR02712,Doctor_2712,Male,D012,Psychiatry,MS,13,Evening
DR02713,Doctor_2713,Male,D013,Pulmonology,MBBS,7,Evening
DR02714,Doctor_2714,Female,D014,Gastroenterology,MS,34,Night
DR02715,Doctor_2715,Male,D015,Emergency,DM,19,Morning
DR02716,Doctor_2716,Female,D016,Radiology,MBBS,21,Evening
DR02717,Doctor_2717,Male,D017,ICU,MS,3,Evening
DR02718,Doctor_2718,Female,D018,Ophthalmology,MBBS,9,Morning
DR02719,Doctor_2719,Female,D019,Endocrinology,MS,5,Evening
DR02720,Doctor_2720,Male,D020,Dental,MBBS,11,Evening
DR02721,Doctor_2721,Female,D001,Cardiology,MBBS,6,Evening
DR02722,Doctor_2722,Male,D002,Neurology,DM,21,Night
DR02723,Doctor_2723,Female,D003,Orthopedics,DM,20,Evening
DR02724,Doctor_2724,Female,D004,Pediatrics,MS,22,Evening
DR02725,Doctor_2725,Female,D005,Oncology,MD,6,Evening
DR02726,Doctor_2726,Male,D006,ENT,DM,15,Evening
DR02727,Doctor_2727,Male,D007,Dermatology,MCh,16,Morning
DR02728,Doctor_2728,Female,D008,General Surgery,MD,16,Night
DR02729,Doctor_2729,Male,D009,Urology,DM,15,Night
DR02730,Doctor_2730,Female,D010,Nephrology,MS,18,Evening
DR02731,Doctor_2731,Female,D011,Gynecology,MD,30,Night
DR02732,Doctor_2732,Female,D012,Psychiatry,MBBS,26,Night
DR02733,Doctor_2733,Male,D013,Pulmonology,MS,34,Evening
DR02734,Doctor_2734,Male,D014,Gastroenterology,MD,33,Evening
DR02735,Doctor_2735,Female,D015,Emergency,MS,32,Evening
DR02736,Doctor_2736,Female,D016,Radiology,MCh,4,Night
DR02737,Doctor_2737,Male,D017,ICU,DM,24,Morning
DR02738,Doctor_2738,Male,D018,Ophthalmology,MBBS,7,Night
DR02739,Doctor_2739,Female,D019,Endocrinology,DM,27,Morning
DR02740,Doctor_2740,Female,D020,Dental,MD,35,Night
DR02741,Doctor_2741,Male,D001,Cardiology,DM,7,Night
DR02742,Doctor_2742,Female,D002,Neurology,DM,33,Morning
DR02743,Doctor_2743,Male,D003,Orthopedics,MD,13,Evening
DR02744,Doctor_2744,Male,D004,Pediatrics,MBBS,8,Night
DR02745,Doctor_2745,Male,D005,Oncology,MD,4,Morning
DR02746,Doctor_2746,Female,D006,ENT,MD,25,Morning
DR02747,Doctor_2747,Male,D007,Dermatology,MBBS,9,Morning
DR02748,Doctor_2748,Female,D008,General Surgery,DM,22,Evening
DR02749,Doctor_2749,Male,D009,Urology,MCh,17,Evening
DR02750,Doctor_2750,Male,D010,Nephrology,MBBS,1,Morning
DR02751,Doctor_2751,Female,D011,Gynecology,MD,30,Morning
DR02752,Doctor_2752,Male,D012,Psychiatry,MCh,21,Night
DR02753,Doctor_2753,Male,D013,Pulmonology,MBBS,9,Night
DR02754,Doctor_2754,Female,D014,Gastroenterology,MD,8,Evening
DR02755,Doctor_2755,Female,D015,Emergency,MBBS,33,Evening
DR02756,Doctor_2756,Male,D016,Radiology,DM,4,Evening
DR02757,Doctor_2757,Male,D017,ICU,MBBS,17,Morning
DR02758,Doctor_2758,Male,D018,Ophthalmology,MD,20,Morning
DR02759,Doctor_2759,Female,D019,Endocrinology,MD,6,Evening
DR02760,Doctor_2760,Male,D020,Dental,MS,19,Evening
DR02761,Doctor_2761,Male,D001,Cardiology,DM,33,Evening
DR02762,Doctor_2762,Male,D002,Neurology,MS,5,Night
DR02763,Doctor_2763,Male,D003,Orthopedics,MCh,4,Evening
DR02764,Doctor_2764,Female,D004,Pediatrics,DM,8,Evening
DR02765,Doctor_2765,Female,D005,Oncology,MBBS,25,Night
DR02766,Doctor_2766,Male,D006,ENT,DM,2,Night
DR02767,Doctor_2767,Female,D007,Dermatology,MD,13,Morning
DR02768,Doctor_2768,Female,D008,General Surgery,MBBS,20,Night
DR02769,Doctor_2769,Male,D009,Urology,MS,25,Evening
DR02770,Doctor_2770,Male,D010,Nephrology,DM,2,Morning
DR02771,Doctor_2771,Female,D011,Gynecology,MCh,23,Night
DR02772,Doctor_2772,Female,D012,Psychiatry,MBBS,2,Night
DR02773,Doctor_2773,Female,D013,Pulmonology,MBBS,10,Night
DR02774,Doctor_2774,Female,D014,Gastroenterology,MD,34,Night
DR02775,Doctor_2775,Male,D015,Emergency,MS,11,Night
DR02776,Doctor_2776,Male,D016,Radiology,MS,18,Evening
DR02777,Doctor_2777,Female,D017,ICU,MCh,33,Evening
DR02778,Doctor_2778,Male,D018,Ophthalmology,MS,31,Night
DR02779,Doctor_2779,Female,D019,Endocrinology,MD,35,Night
DR02780,Doctor_2780,Male,D020,Dental,MD,3,Night
DR02781,Doctor_2781,Female,D001,Cardiology,MBBS,10,Night
DR02782,Doctor_2782,Female,D002,Neurology,MD,25,Morning
DR02783,Doctor_2783,Female,D003,Orthopedics,MBBS,29,Night
DR02784,Doctor_2784,Male,D004,Pediatrics,MCh,6,Night
DR02785,Doctor_2785,Male,D005,Oncology,MBBS,24,Morning
DR02786,Doctor_2786,Female,D006,ENT,MBBS,11,Morning
DR02787,Doctor_2787,Female,D007,Dermatology,DM,35,Evening
DR02788,Doctor_2788,Male,D008,General Surgery,MCh,24,Evening
DR02789,Doctor_2789,Male,D009,Urology,MS,5,Morning
DR02790,Doctor_2790,Female,D010,Nephrology,MD,31,Night
DR02791,Doctor_2791,Male,D011,Gynecology,MS,3,Morning
DR02792,Doctor_2792,Female,D012,Psychiatry,MBBS,10,Night
DR02793,Doctor_2793,Male,D013,Pulmonology,MD,34,Night
DR02794,Doctor_2794,Female,D014,Gastroenterology,MCh,12,Night
DR02795,Doctor_2795,Female,D015,Emergency,DM,16,Evening
DR02796,Doctor_2796,Female,D016,Radiology,MBBS,31,Night
DR02797,Doctor_2797,Female,D017,ICU,MBBS,7,Night
DR02798,Doctor_2798,Female,D018,Ophthalmology,MS,26,Evening
DR02799,Doctor_2799,Female,D019,Endocrinology,MBBS,28,Morning
DR02800,Doctor_2800,Female,D020,Dental,MS,13,Evening
DR02801,Doctor_2801,Male,D001,Cardiology,MBBS,17,Evening
DR02802,Doctor_2802,Female,D002,Neurology,MCh,34,Night
DR02803,Doctor_2803,Male,D003,Orthopedics,MS,3,Night
DR02804,Doctor_2804,Male,D004,Pediatrics,DM,9,Evening
DR02805,Doctor_2805,Male,D005,Oncology,MCh,4,Evening
DR02806,Doctor_2806,Female,D006,ENT,MD,33,Night
DR02807,Doctor_2807,Female,D007,Dermatology,MBBS,1,Evening
DR02808,Doctor_2808,Male,D008,General Surgery,MS,27,Night
DR02809,Doctor_2809,Female,D009,Urology,MS,7,Morning
DR02810,Doctor_2810,Female,D010,Nephrology,MS,12,Morning
DR02811,Doctor_2811,Female,D011,Gynecology,MCh,2,Evening
DR02812,Doctor_2812,Female,D012,Psychiatry,MBBS,34,Morning
DR02813,Doctor_2813,Female,D013,Pulmonology,MS,27,Night
DR02814,Doctor_2814,Female,D014,Gastroenterology,DM,10,Night
DR02815,Doctor_2815,Male,D015,Emergency,MCh,4,Morning
DR02816,Doctor_2816,Male,D016,Radiology,MS,21,Night
DR02817,Doctor_2817,Male,D017,ICU,MS,17,Evening
DR02818,Doctor_2818,Female,D018,Ophthalmology,MCh,17,Evening
DR02819,Doctor_2819,Male,D019,Endocrinology,MD,14,Evening
DR02820,Doctor_2820,Male,D020,Dental,MD,12,Evening
DR02821,Doctor_2821,Male,D001,Cardiology,MBBS,32,Evening
DR02822,Doctor_2822,Male,D002,Neurology,DM,22,Morning
DR02823,Doctor_2823,Male,D003,Orthopedics,MCh,23,Morning
DR02824,Doctor_2824,Male,D004,Pediatrics,MCh,10,Evening
DR02825,Doctor_2825,Female,D005,Oncology,DM,6,Night
DR02826,Doctor_2826,Male,D006,ENT,DM,23,Evening
DR02827,Doctor_2827,Female,D007,Dermatology,MS,22,Night
DR02828,Doctor_2828,Female,D008,General Surgery,MBBS,17,Night
DR02829,Doctor_2829,Male,D009,Urology,MCh,1,Evening
DR02830,Doctor_2830,Female,D010,Nephrology,MCh,26,Night
DR02831,Doctor_2831,Female,D011,Gynecology,DM,7,Night
DR02832,Doctor_2832,Male,D012,Psychiatry,MBBS,22,Evening
DR02833,Doctor_2833,Male,D013,Pulmonology,MD,5,Evening
DR02834,Doctor_2834,Male,D014,Gastroenterology,MD,1,Morning
DR02835,Doctor_2835,Female,D015,Emergency,MD,4,Morning
DR02836,Doctor_2836,Male,D016,Radiology,MCh,19,Morning
DR02837,Doctor_2837,Female,D017,ICU,DM,26,Morning
DR02838,Doctor_2838,Female,D018,Ophthalmology,MCh,12,Evening
DR02839,Doctor_2839,Female,D019,Endocrinology,DM,33,Night
DR02840,Doctor_2840,Male,D020,Dental,DM,17,Night
DR02841,Doctor_2841,Male,D001,Cardiology,MBBS,12,Evening
DR02842,Doctor_2842,Male,D002,Neurology,MD,25,Evening
DR02843,Doctor_2843,Male,D003,Orthopedics,MS,8,Morning
DR02844,Doctor_2844,Male,D004,Pediatrics,MBBS,18,Morning
DR02845,Doctor_2845,Male,D005,Oncology,MCh,35,Morning
DR02846,Doctor_2846,Female,D006,ENT,MD,21,Morning
DR02847,Doctor_2847,Female,D007,Dermatology,MD,5,Night
DR02848,Doctor_2848,Female,D008,General Surgery,DM,30,Evening
DR02849,Doctor_2849,Male,D009,Urology,MS,11,Evening
DR02850,Doctor_2850,Female,D010,Nephrology,DM,33,Evening
DR02851,Doctor_2851,Male,D011,Gynecology,MS,31,Night
DR02852,Doctor_2852,Male,D012,Psychiatry,MS,32,Morning
DR02853,Doctor_2853,Female,D013,Pulmonology,MS,34,Night
DR02854,Doctor_2854,Female,D014,Gastroenterology,DM,28,Evening
DR02855,Doctor_2855,Male,D015,Emergency,MS,12,Evening
DR02856,Doctor_2856,Female,D016,Radiology,DM,29,Evening
DR02857,Doctor_2857,Male,D017,ICU,MD,2,Night
DR02858,Doctor_2858,Female,D018,Ophthalmology,DM,20,Night
DR02859,Doctor_2859,Male,D019,Endocrinology,MS,26,Night
DR02860,Doctor_2860,Female,D020,Dental,MBBS,3,Morning
DR02861,Doctor_2861,Male,D001,Cardiology,MBBS,18,Night
DR02862,Doctor_2862,Female,D002,Neurology,DM,19,Evening
DR02863,Doctor_2863,Male,D003,Orthopedics,DM,6,Morning
DR02864,Doctor_2864,Female,D004,Pediatrics,MBBS,15,Morning
DR02865,Doctor_2865,Female,D005,Oncology,MBBS,24,Night
DR02866,Doctor_2866,Female,D006,ENT,MS,7,Morning
DR02867,Doctor_2867,Male,D007,Dermatology,MCh,17,Night
DR02868,Doctor_2868,Female,D008,General Surgery,MBBS,29,Evening
DR02869,Doctor_2869,Male,D009,Urology,DM,18,Morning
DR02870,Doctor_2870,Male,D010,Nephrology,MS,15,Evening
DR02871,Doctor_2871,Female,D011,Gynecology,DM,7,Morning
DR02872,Doctor_2872,Male,D012,Psychiatry,MBBS,14,Evening
DR02873,Doctor_2873,Female,D013,Pulmonology,MS,3,Night
DR02874,Doctor_2874,Female,D014,Gastroenterology,MS,27,Evening
DR02875,Doctor_2875,Female,D015,Emergency,MS,16,Night
DR02876,Doctor_2876,Female,D016,Radiology,MS,11,Evening
DR02877,Doctor_2877,Female,D017,ICU,MCh,24,Night
DR02878,Doctor_2878,Male,D018,Ophthalmology,DM,35,Evening
DR02879,Doctor_2879,Female,D019,Endocrinology,MS,33,Morning
DR02880,Doctor_2880,Female,D020,Dental,MS,13,Night
DR02881,Doctor_2881,Male,D001,Cardiology,MD,15,Night
DR02882,Doctor_2882,Female,D002,Neurology,MCh,9,Morning
DR02883,Doctor_2883,Male,D003,Orthopedics,MBBS,20,Evening
DR02884,Doctor_2884,Male,D004,Pediatrics,MCh,21,Evening
DR02885,Doctor_2885,Male,D005,Oncology,MBBS,25,Evening
DR02886,Doctor_2886,Male,D006,ENT,DM,28,Night
DR02887,Doctor_2887,Female,D007,Dermatology,MBBS,24,Morning
DR02888,Doctor_2888,Female,D008,General Surgery,MCh,30,Evening
DR02889,Doctor_2889,Male,D009,Urology,MBBS,31,Evening
DR02890,Doctor_2890,Female,D010,Nephrology,DM,23,Evening
DR02891,Doctor_2891,Female,D011,Gynecology,DM,1,Morning
DR02892,Doctor_2892,Male,D012,Psychiatry,MBBS,29,Evening
DR02893,Doctor_2893,Female,D013,Pulmonology,DM,19,Morning
DR02894,Doctor_2894,Male,D014,Gastroenterology,MBBS,31,Morning
DR02895,Doctor_2895,Female,D015,Emergency,MS,31,Morning
DR02896,Doctor_2896,Male,D016,Radiology,MS,16,Evening
DR02897,Doctor_2897,Male,D017,ICU,MS,7,Evening
DR02898,Doctor_2898,Female,D018,Ophthalmology,MD,14,Morning
DR02899,Doctor_2899,Female,D019,Endocrinology,MS,31,Morning
DR02900,Doctor_2900,Male,D020,Dental,MCh,4,Evening
DR02901,Doctor_2901,Female,D001,Cardiology,MBBS,6,Night
DR02902,Doctor_2902,Male,D002,Neurology,MS,21,Evening
DR02903,Doctor_2903,Female,D003,Orthopedics,MCh,12,Night
DR02904,Doctor_2904,Male,D004,Pediatrics,DM,2,Morning
DR02905,Doctor_2905,Male,D005,Oncology,DM,27,Evening
DR02906,Doctor_2906,Male,D006,ENT,MCh,30,Night
DR02907,Doctor_2907,Female,D007,Dermatology,MS,10,Morning
DR02908,Doctor_2908,Male,D008,General Surgery,MD,3,Night
DR02909,Doctor_2909,Female,D009,Urology,MBBS,33,Morning
DR02910,Doctor_2910,Female,D010,Nephrology,MD,35,Evening
DR02911,Doctor_2911,Male,D011,Gynecology,MBBS,15,Evening
DR02912,Doctor_2912,Female,D012,Psychiatry,MBBS,30,Morning
DR02913,Doctor_2913,Male,D013,Pulmonology,MS,22,Night
DR02914,Doctor_2914,Male,D014,Gastroenterology,MD,17,Morning
DR02915,Doctor_2915,Female,D015,Emergency,MD,13,Evening
DR02916,Doctor_2916,Male,D016,Radiology,MD,5,Morning
DR02917,Doctor_2917,Male,D017,ICU,MBBS,8,Night
DR02918,Doctor_2918,Male,D018,Ophthalmology,MD,18,Night
DR02919,Doctor_2919,Female,D019,Endocrinology,MBBS,25,Night
DR02920,Doctor_2920,Male,D020,Dental,MS,4,Evening
DR02921,Doctor_2921,Male,D001,Cardiology,DM,23,Evening
DR02922,Doctor_2922,Male,D002,Neurology,MD,20,Night
DR02923,Doctor_2923,Female,D003,Orthopedics,MCh,10,Night
DR02924,Doctor_2924,Female,D004,Pediatrics,MD,32,Evening
DR02925,Doctor_2925,Female,D005,Oncology,MS,28,Morning
DR02926,Doctor_2926,Male,D006,ENT,MS,27,Night
DR02927,Doctor_2927,Male,D007,Dermatology,MS,18,Night
DR02928,Doctor_2928,Female,D008,General Surgery,MS,31,Morning
DR02929,Doctor_2929,Female,D009,Urology,MS,19,Morning
DR02930,Doctor_2930,Female,D010,Nephrology,MBBS,29,Night
DR02931,Doctor_2931,Male,D011,Gynecology,MS,35,Evening
DR02932,Doctor_2932,Male,D012,Psychiatry,MBBS,26,Evening
DR02933,Doctor_2933,Female,D013,Pulmonology,MS,12,Night
DR02934,Doctor_2934,Female,D014,Gastroenterology,MBBS,28,Evening
DR02935,Doctor_2935,Male,D015,Emergency,MD,33,Evening
DR02936,Doctor_2936,Female,D016,Radiology,MD,20,Evening
DR02937,Doctor_2937,Male,D017,ICU,MS,34,Night
DR02938,Doctor_2938,Male,D018,Ophthalmology,MS,9,Night
DR02939,Doctor_2939,Female,D019,Endocrinology,DM,22,Night
DR02940,Doctor_2940,Female,D020,Dental,MCh,25,Morning
DR02941,Doctor_2941,Male,D001,Cardiology,MS,24,Evening
DR02942,Doctor_2942,Female,D002,Neurology,MBBS,30,Evening
DR02943,Doctor_2943,Female,D003,Orthopedics,MD,2,Morning
DR02944,Doctor_2944,Male,D004,Pediatrics,MCh,35,Morning
DR02945,Doctor_2945,Female,D005,Oncology,MCh,28,Evening
DR02946,Doctor_2946,Male,D006,ENT,DM,27,Evening
DR02947,Doctor_2947,Female,D007,Dermatology,MS,14,Evening
DR02948,Doctor_2948,Male,D008,General Surgery,MS,33,Evening
DR02949,Doctor_2949,Female,D009,Urology,MCh,15,Evening
DR02950,Doctor_2950,Female,D010,Nephrology,MCh,34,Morning
DR02951,Doctor_2951,Male,D011,Gynecology,MD,17,Night
DR02952,Doctor_2952,Female,D012,Psychiatry,MS,34,Morning
DR02953,Doctor_2953,Male,D013,Pulmonology,MD,34,Night
DR02954,Doctor_2954,Male,D014,Gastroenterology,MS,20,Night
DR02955,Doctor_2955,Male,D015,Emergency,MCh,12,Evening
DR02956,Doctor_2956,Male,D016,Radiology,MD,15,Night
DR02957,Doctor_2957,Female,D017,ICU,DM,6,Evening
DR02958,Doctor_2958,Female,D018,Ophthalmology,MCh,12,Morning
DR02959,Doctor_2959,Female,D019,Endocrinology,MCh,15,Night
DR02960,Doctor_2960,Female,D020,Dental,MD,16,Morning
DR02961,Doctor_2961,Male,D001,Cardiology,MCh,11,Night
DR02962,Doctor_2962,Female,D002,Neurology,MD,15,Night
DR02963,Doctor_2963,Male,D003,Orthopedics,MCh,25,Morning
DR02964,Doctor_2964,Male,D004,Pediatrics,MS,28,Morning
DR02965,Doctor_2965,Male,D005,Oncology,MCh,23,Evening
DR02966,Doctor_2966,Male,D006,ENT,MCh,16,Morning
DR02967,Doctor_2967,Female,D007,Dermatology,DM,10,Evening
DR02968,Doctor_2968,Male,D008,General Surgery,MBBS,2,Evening
DR02969,Doctor_2969,Male,D009,Urology,DM,26,Evening
DR02970,Doctor_2970,Female,D010,Nephrology,DM,31,Morning
DR02971,Doctor_2971,Male,D011,Gynecology,MBBS,7,Evening
DR02972,Doctor_2972,Female,D012,Psychiatry,MS,28,Evening
DR02973,Doctor_2973,Female,D013,Pulmonology,MCh,15,Morning
DR02974,Doctor_2974,Male,D014,Gastroenterology,DM,18,Evening
DR02975,Doctor_2975,Male,D015,Emergency,MD,4,Morning
DR02976,Doctor_2976,Male,D016,Radiology,DM,35,Night
DR02977,Doctor_2977,Female,D017,ICU,MD,2,Morning
DR02978,Doctor_2978,Female,D018,Ophthalmology,DM,4,Morning
DR02979,Doctor_2979,Male,D019,Endocrinology,MD,11,Night
DR02980,Doctor_2980,Female,D020,Dental,DM,4,Morning
DR02981,Doctor_2981,Male,D001,Cardiology,MS,30,Evening
DR02982,Doctor_2982,Male,D002,Neurology,MCh,3,Evening
DR02983,Doctor_2983,Female,D003,Orthopedics,DM,11,Morning
DR02984,Doctor_2984,Female,D004,Pediatrics,DM,10,Morning
DR02985,Doctor_2985,Male,D005,Oncology,MS,15,Morning
DR02986,Doctor_2986,Male,D006,ENT,MCh,30,Morning
DR02987,Doctor_2987,Male,D007,Dermatology,MD,28,Evening
DR02988,Doctor_2988,Female,D008,General Surgery,MS,7,Morning
DR02989,Doctor_2989,Female,D009,Urology,MD,19,Evening
DR02990,Doctor_2990,Male,D010,Nephrology,MD,28,Morning
DR02991,Doctor_2991,Female,D011,Gynecology,MS,16,Night
DR02992,Doctor_2992,Male,D012,Psychiatry,MCh,35,Night
DR02993,Doctor_2993,Male,D013,Pulmonology,MD,27,Evening
DR02994,Doctor_2994,Female,D014,Gastroenterology,MD,4,Evening
DR02995,Doctor_2995,Female,D015,Emergency,DM,9,Evening
DR02996,Doctor_2996,Female,D016,Radiology,MBBS,6,Night
DR02997,Doctor_2997,Female,D017,ICU,MS,30,Morning
DR02998,Doctor_2998,Female,D018,Ophthalmology,MBBS,23,Night
DR02999,Doctor_2999,Male,D019,Endocrinology,DM,3,Evening
DR03000,Doctor_3000,Male,D020,Dental,MCh,3,Morning
DR03001,Doctor_3001,Female,D001,Cardiology,DM,10,Night
DR03002,Doctor_3002,Female,D002,Neurology,MCh,19,Evening
DR03003,Doctor_3003,Female,D003,Orthopedics,MBBS,8,Night
DR03004,Doctor_3004,Female,D004,Pediatrics,MS,20,Evening
DR03005,Doctor_3005,Male,D005,Oncology,MCh,31,Morning
DR03006,Doctor_3006,Female,D006,ENT,MCh,34,Evening
DR03007,Doctor_3007,Female,D007,Dermatology,MBBS,28,Night
DR03008,Doctor_3008,Female,D008,General Surgery,MD,33,Morning
DR03009,Doctor_3009,Female,D009,Urology,MCh,13,Night
DR03010,Doctor_3010,Male,D010,Nephrology,MCh,21,Morning
DR03011,Doctor_3011,Female,D011,Gynecology,MCh,35,Morning
DR03012,Doctor_3012,Female,D012,Psychiatry,MBBS,27,Morning
DR03013,Doctor_3013,Male,D013,Pulmonology,MCh,25,Night
DR03014,Doctor_3014,Male,D014,Gastroenterology,MD,3,Evening
DR03015,Doctor_3015,Female,D015,Emergency,DM,26,Evening
DR03016,Doctor_3016,Female,D016,Radiology,MCh,24,Evening
DR03017,Doctor_3017,Female,D017,ICU,MS,31,Evening
DR03018,Doctor_3018,Male,D018,Ophthalmology,MD,29,Night
DR03019,Doctor_3019,Male,D019,Endocrinology,MS,8,Morning
DR03020,Doctor_3020,Female,D020,Dental,MCh,4,Night
DR03021,Doctor_3021,Male,D001,Cardiology,MBBS,3,Evening
DR03022,Doctor_3022,Female,D002,Neurology,MCh,6,Night
DR03023,Doctor_3023,Male,D003,Orthopedics,DM,31,Morning
DR03024,Doctor_3024,Female,D004,Pediatrics,DM,6,Morning
DR03025,Doctor_3025,Male,D005,Oncology,MCh,29,Night
DR03026,Doctor_3026,Female,D006,ENT,MS,16,Night
DR03027,Doctor_3027,Male,D007,Dermatology,MS,9,Night
DR03028,Doctor_3028,Male,D008,General Surgery,DM,30,Night
DR03029,Doctor_3029,Female,D009,Urology,DM,22,Evening
DR03030,Doctor_3030,Female,D010,Nephrology,MD,24,Evening
DR03031,Doctor_3031,Female,D011,Gynecology,MS,12,Morning
DR03032,Doctor_3032,Female,D012,Psychiatry,MS,21,Morning
DR03033,Doctor_3033,Male,D013,Pulmonology,MCh,29,Evening
DR03034,Doctor_3034,Male,D014,Gastroenterology,MS,29,Night
DR03035,Doctor_3035,Female,D015,Emergency,MS,20,Evening
DR03036,Doctor_3036,Male,D016,Radiology,MS,12,Morning
DR03037,Doctor_3037,Female,D017,ICU,MD,26,Evening
DR03038,Doctor_3038,Male,D018,Ophthalmology,MS,35,Morning
DR03039,Doctor_3039,Male,D019,Endocrinology,MCh,2,Morning
DR03040,Doctor_3040,Female,D020,Dental,MBBS,13,Evening
DR03041,Doctor_3041,Female,D001,Cardiology,MCh,1,Night
DR03042,Doctor_3042,Female,D002,Neurology,MD,32,Evening
DR03043,Doctor_3043,Male,D003,Orthopedics,MBBS,31,Evening
DR03044,Doctor_3044,Male,D004,Pediatrics,MCh,15,Evening
DR03045,Doctor_3045,Male,D005,Oncology,MD,15,Evening
DR03046,Doctor_3046,Female,D006,ENT,MCh,13,Evening
DR03047,Doctor_3047,Female,D007,Dermatology,MBBS,25,Night
DR03048,Doctor_3048,Male,D008,General Surgery,MCh,14,Night
DR03049,Doctor_3049,Female,D009,Urology,MS,35,Night
DR03050,Doctor_3050,Female,D010,Nephrology,MD,27,Evening
DR03051,Doctor_3051,Female,D011,Gynecology,MS,28,Night
DR03052,Doctor_3052,Male,D012,Psychiatry,DM,5,Night
DR03053,Doctor_3053,Female,D013,Pulmonology,MS,24,Morning
DR03054,Doctor_3054,Male,D014,Gastroenterology,MBBS,3,Morning
DR03055,Doctor_3055,Female,D015,Emergency,MS,18,Evening
DR03056,Doctor_3056,Male,D016,Radiology,MS,35,Evening
DR03057,Doctor_3057,Female,D017,ICU,MCh,26,Morning
DR03058,Doctor_3058,Female,D018,Ophthalmology,MCh,33,Night
DR03059,Doctor_3059,Female,D019,Endocrinology,MBBS,12,Night
DR03060,Doctor_3060,Male,D020,Dental,MD,6,Morning
DR03061,Doctor_3061,Female,D001,Cardiology,MBBS,3,Night
DR03062,Doctor_3062,Female,D002,Neurology,MBBS,8,Morning
DR03063,Doctor_3063,Female,D003,Orthopedics,MS,2,Evening
DR03064,Doctor_3064,Female,D004,Pediatrics,MCh,8,Night
DR03065,Doctor_3065,Female,D005,Oncology,MD,25,Evening
DR03066,Doctor_3066,Male,D006,ENT,MS,3,Night
DR03067,Doctor_3067,Female,D007,Dermatology,MBBS,17,Night
DR03068,Doctor_3068,Female,D008,General Surgery,MBBS,27,Evening
DR03069,Doctor_3069,Female,D009,Urology,MS,16,Evening
DR03070,Doctor_3070,Female,D010,Nephrology,MBBS,15,Morning
DR03071,Doctor_3071,Female,D011,Gynecology,MBBS,34,Evening
DR03072,Doctor_3072,Male,D012,Psychiatry,MD,7,Morning
DR03073,Doctor_3073,Female,D013,Pulmonology,MS,27,Evening
DR03074,Doctor_3074,Male,D014,Gastroenterology,MD,4,Night
DR03075,Doctor_3075,Male,D015,Emergency,MCh,4,Night
DR03076,Doctor_3076,Male,D016,Radiology,MS,19,Morning
DR03077,Doctor_3077,Female,D017,ICU,MCh,22,Night
DR03078,Doctor_3078,Female,D018,Ophthalmology,DM,14,Evening
DR03079,Doctor_3079,Male,D019,Endocrinology,MS,30,Night
DR03080,Doctor_3080,Male,D020,Dental,MCh,31,Night
DR03081,Doctor_3081,Female,D001,Cardiology,DM,32,Night
DR03082,Doctor_3082,Male,D002,Neurology,MS,23,Evening
DR03083,Doctor_3083,Male,D003,Orthopedics,MCh,20,Evening
DR03084,Doctor_3084,Male,D004,Pediatrics,DM,28,Morning
DR03085,Doctor_3085,Female,D005,Oncology,MD,17,Evening
DR03086,Doctor_3086,Male,D006,ENT,MBBS,13,Morning
DR03087,Doctor_3087,Male,D007,Dermatology,MBBS,11,Evening
DR03088,Doctor_3088,Male,D008,General Surgery,MCh,27,Morning
DR03089,Doctor_3089,Male,D009,Urology,MCh,3,Morning
DR03090,Doctor_3090,Male,D010,Nephrology,MCh,23,Night
DR03091,Doctor_3091,Female,D011,Gynecology,MS,22,Morning
DR03092,Doctor_3092,Female,D012,Psychiatry,MS,6,Evening
DR03093,Doctor_3093,Female,D013,Pulmonology,MD,27,Morning
DR03094,Doctor_3094,Female,D014,Gastroenterology,MD,17,Evening
DR03095,Doctor_3095,Male,D015,Emergency,MBBS,6,Morning
DR03096,Doctor_3096,Female,D016,Radiology,MCh,15,Morning
DR03097,Doctor_3097,Female,D017,ICU,MS,26,Evening
DR03098,Doctor_3098,Female,D018,Ophthalmology,MBBS,3,Morning
DR03099,Doctor_3099,Female,D019,Endocrinology,MS,12,Morning
DR03100,Doctor_3100,Male,D020,Dental,MCh,35,Night
DR03101,Doctor_3101,Male,D001,Cardiology,MD,20,Morning
DR03102,Doctor_3102,Female,D002,Neurology,MCh,14,Evening
DR03103,Doctor_3103,Male,D003,Orthopedics,MD,22,Night
DR03104,Doctor_3104,Female,D004,Pediatrics,MS,31,Night
DR03105,Doctor_3105,Male,D005,Oncology,MBBS,8,Morning
DR03106,Doctor_3106,Male,D006,ENT,MS,25,Night
DR03107,Doctor_3107,Male,D007,Dermatology,MS,25,Evening
DR03108,Doctor_3108,Female,D008,General Surgery,MCh,32,Night
DR03109,Doctor_3109,Female,D009,Urology,MBBS,18,Evening
DR03110,Doctor_3110,Female,D010,Nephrology,MD,14,Evening
DR03111,Doctor_3111,Male,D011,Gynecology,MBBS,7,Night
DR03112,Doctor_3112,Female,D012,Psychiatry,MCh,21,Night
DR03113,Doctor_3113,Male,D013,Pulmonology,DM,32,Night
